1.789901376434158564e+01,1.789901376434158564e+01,2.147881651720990348e+01
1.789901376434158564e+01,2.147881651720990348e+01,2.147881651720990348e+01
2.147881651720990348e+01,2.147881651720990348e+01,2.147881651720990348e+01
2.147881651720990348e+01,2.147881651720990348e+01,2.147881651720990348e+01
2.147881651720990348e+01,2.147881651720990348e+01,2.147881651720990348e+01
2.147881651720990348e+01,2.147881651720990348e+01,2.147881651720990348e+01
2.147881651720990348e+01,2.147881651720990348e+01,3.042832339938069453e+01
2.147881651720990348e+01,3.042832339938069453e+01,3.042832339938069453e+01
3.042832339938069453e+01,3.042832339938069453e+01,3.400812615224901236e+01
1.030309003108845367e+01,1.119901090335701532e+01,1.254289221175985780e+01
1.119901090335701532e+01,1.254289221175985780e+01,1.299085264789413863e+01
1.254289221175985780e+01,1.299085264789413863e+01,1.523065482856554098e+01
1.299085264789413863e+01,1.523065482856554098e+01,1.702249657310266429e+01
1.523065482856554098e+01,1.702249657310266429e+01,1.881433831763978759e+01
1.702249657310266429e+01,1.881433831763978759e+01,2.195006137057974982e+01
1.881433831763978759e+01,2.195006137057974982e+01,2.642966573192255808e+01
2.195006137057974982e+01,2.642966573192255808e+01,2.642966573192255808e+01
2.642966573192255808e+01,2.642966573192255808e+01,2.956538878486252031e+01
0.000000000000000000e+00,0.000000000000000000e+00,4.050879040751842908e+00
0.000000000000000000e+00,4.050879040751842908e+00,8.101758081503685816e+00
4.050879040751842908e+00,8.101758081503685816e+00,8.101758081503685816e+00
8.101758081503685816e+00,8.101758081503685816e+00,1.215263712225552872e+01
8.101758081503685816e+00,1.215263712225552872e+01,1.215263712225552872e+01
1.215263712225552872e+01,1.215263712225552872e+01,1.215263712225552872e+01
1.215263712225552872e+01,1.215263712225552872e+01,2.835615328526290213e+01
1.215263712225552872e+01,2.835615328526290213e+01,3.645791136676658795e+01
2.835615328526290213e+01,3.645791136676658795e+01,4.050879040751843263e+01
1.339644547646691031e+01,1.786192730195588041e+01,1.786192730195588041e+01
1.786192730195588041e+01,1.786192730195588041e+01,1.786192730195588041e+01
1.786192730195588041e+01,1.786192730195588041e+01,3.125837277842279249e+01
1.786192730195588041e+01,3.125837277842279249e+01,3.125837277842279249e+01
3.125837277842279249e+01,3.125837277842279249e+01,3.572385460391176082e+01
3.125837277842279249e+01,3.572385460391176082e+01,4.018933642940073270e+01
3.572385460391176082e+01,4.018933642940073270e+01,4.912030008037866935e+01
4.018933642940073270e+01,4.912030008037866935e+01,4.912030008037866935e+01
4.912030008037866935e+01,4.912030008037866935e+01,5.805126373135661311e+01
8.646629543803825868e+00,1.037595545256458962e+01,1.556393317884688621e+01
1.037595545256458962e+01,1.556393317884688621e+01,1.729325908760765174e+01
1.556393317884688621e+01,1.729325908760765174e+01,1.729325908760765174e+01
1.729325908760765174e+01,1.729325908760765174e+01,1.729325908760765174e+01
1.729325908760765174e+01,1.729325908760765174e+01,1.729325908760765174e+01
1.729325908760765174e+01,1.729325908760765174e+01,1.729325908760765174e+01
1.729325908760765174e+01,1.729325908760765174e+01,1.902258499636841549e+01
1.729325908760765174e+01,1.902258499636841549e+01,2.075191090512917924e+01
1.902258499636841549e+01,2.075191090512917924e+01,2.075191090512917924e+01
5.141916906622788552e+00,5.141916906622788552e+00,5.141916906622788552e+00
5.141916906622788552e+00,5.141916906622788552e+00,5.141916906622788552e+00
5.141916906622788552e+00,5.141916906622788552e+00,5.141916906622788552e+00
5.141916906622788552e+00,5.141916906622788552e+00,5.141916906622788552e+00
5.141916906622788552e+00,5.141916906622788552e+00,1.028383381324557710e+01
5.141916906622788552e+00,1.028383381324557710e+01,1.542575071986836655e+01
1.028383381324557710e+01,1.542575071986836655e+01,1.542575071986836655e+01
1.542575071986836655e+01,1.542575071986836655e+01,1.542575071986836655e+01
1.542575071986836655e+01,1.542575071986836655e+01,3.085150143973673309e+01
9.682672417587253832e+00,1.056291536464064151e+01,1.760485894106773586e+01
1.056291536464064151e+01,1.760485894106773586e+01,1.848510188812112176e+01
1.760485894106773586e+01,1.848510188812112176e+01,2.112583072928128303e+01
1.848510188812112176e+01,2.112583072928128303e+01,3.344923198802869280e+01
2.112583072928128303e+01,3.344923198802869280e+01,4.225166145856256605e+01
3.344923198802869280e+01,4.225166145856256605e+01,4.577263324677610967e+01
4.225166145856256605e+01,4.577263324677610967e+01,4.753311914088288148e+01
4.577263324677610967e+01,4.753311914088288148e+01,4.753311914088288148e+01
4.753311914088288148e+01,4.753311914088288148e+01,5.017384798204304275e+01
1.353220665183135907e+02,2.014795212606002224e+02,2.435797197329644632e+02
2.014795212606002224e+02,2.435797197329644632e+02,2.616226619354062564e+02
2.435797197329644632e+02,2.616226619354062564e+02,2.706441330366271814e+02
2.616226619354062564e+02,2.706441330366271814e+02,2.886870752390689745e+02
2.706441330366271814e+02,2.886870752390689745e+02,3.067300174415107676e+02
2.886870752390689745e+02,3.067300174415107676e+02,4.210019847236422947e+02
3.067300174415107676e+02,4.210019847236422947e+02,4.841522824321885992e+02
4.210019847236422947e+02,4.841522824321885992e+02,5.142238527695916446e+02
4.841522824321885992e+02,5.142238527695916446e+02,5.533168942082155581e+02
7.634753397465261493e+00,1.526950679493052299e+01,1.908688349366315506e+01
1.526950679493052299e+01,1.908688349366315506e+01,2.290426019239578537e+01
1.908688349366315506e+01,2.290426019239578537e+01,2.290426019239578537e+01
2.290426019239578537e+01,2.290426019239578537e+01,2.290426019239578537e+01
2.290426019239578537e+01,2.290426019239578537e+01,2.290426019239578537e+01
